NDC,Proprietary Name,Non Proprietary Name,Ingredient List,Labeler Name,Product Type,Marketing Category,Application Number or Monograph ID,Link,Inactivation Date,Reactivation Date
86201-0002-2,Vet Basics Ear Cleansing Solution,"SODIUM BENZOATE, POTASSIUM SORBATE",POTASSIUM SORBATE; SODIUM BENZOATE,Revival Animal Health,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f6e99597-8940-4cfe-9611-edc4d7c39fed/f6e99597-8940-4cfe-9611-edc4d7c39fed.xml,,
86201-0006-1,Vet Basics Ear Flush,"BORIC ACID, ACETIC ACID",SODIUM BORATE; ACETIC ACID,Revival Animal Health,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/77adbb14-75cf-4505-9836-5c86d99b5901/77adbb14-75cf-4505-9836-5c86d99b5901.xml,,
86201-0006-2,Vet Basics Ear Flush,"BORIC ACID, ACETIC ACID",SODIUM BORATE; ACETIC ACID,Revival Animal Health,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/77adbb14-75cf-4505-9836-5c86d99b5901/77adbb14-75cf-4505-9836-5c86d99b5901.xml,,
86201-0001-2,Vet Basics Lime Sulfur,SULFERATED LIME,CALCIUM POLYSULFIDE,Revival Animal Health,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/cdb1fc0e-567f-4d3b-a6fd-3545abf16bd5/cdb1fc0e-567f-4d3b-a6fd-3545abf16bd5.xml,,
86201-0001-1,Vet Basics Lime Sulfur,SULFERATED LIME,CALCIUM POLYSULFIDE,Revival Animal Health,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/cdb1fc0e-567f-4d3b-a6fd-3545abf16bd5/cdb1fc0e-567f-4d3b-a6fd-3545abf16bd5.xml,,
51083-108-08,Vet O2,OXYGEN,OXYGEN,Medivet Pty Ltd,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/7702fc67-f46b-425b-ac15-0a3d13b15e4c/7702fc67-f46b-425b-ac15-0a3d13b15e4c.xml,,
86136-016-50,VET One KetoHex Wipes,"CHLORHEXIDINE GLUCONATE, KETOCONAZOLE",KETOCONAZOLE; CHLORHEXIDINE GLUCONATE,MWI Animal Health,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/6e23c22d-fe33-42b2-b3ca-f2e798a66472/6e23c22d-fe33-42b2-b3ca-f2e798a66472.xml,,
86136-015-60,VET one KetoHex XL Wipes,"CHLORHEXIDINE GLUCONATE, KETOCONAZOLE",CHLORHEXIDINE GLUCONATE; KETOCONAZOLE,MWI Animal Health,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/3c08222d-de23-4202-804b-cb1e123d7ddc/3c08222d-de23-4202-804b-cb1e123d7ddc.xml,,
49427-329-45,Vetadryl 10,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,"Pegasus Laboratories, Inc",PRESCRIPTION ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f372f3a0-b460-495d-ade4-d30eb4ebcbba/f372f3a0-b460-495d-ade4-d30eb4ebcbba.xml,,
49427-329-57,Vetadryl 10,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,"Pegasus Laboratories, Inc",PRESCRIPTION ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f372f3a0-b460-495d-ade4-d30eb4ebcbba/f372f3a0-b460-495d-ade4-d30eb4ebcbba.xml,,
49427-330-57,Vetadryl 30,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,"Pegasus Laboratories, Inc",PRESCRIPTION ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f372f3a0-b460-495d-ade4-d30eb4ebcbba/f372f3a0-b460-495d-ade4-d30eb4ebcbba.xml,,
49427-330-45,Vetadryl 30,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,"Pegasus Laboratories, Inc",PRESCRIPTION ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f372f3a0-b460-495d-ade4-d30eb4ebcbba/f372f3a0-b460-495d-ade4-d30eb4ebcbba.xml,,
61133-6003-1,Veta-K1,PHYTONADIONE,PHYTONADIONE,Bimeda Inc.,PRESCRIPTION ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/804c41e8-2916-439f-b9f1-5fb17f49e9dd/804c41e8-2916-439f-b9f1-5fb17f49e9dd.xml,,
81196-001-01,vetality,ASPIRIN,ASPIRIN,Tevra Brands LLC,OTC ANIMAL DRUG,Unapproved drug other,,https://www.accessdata.fda.gov/spl/data/84ba07b9-b83a-4afc-a489-78011614d368/84ba07b9-b83a-4afc-a489-78011614d368.xml,,
81196-002-01,vetality,ASPIRIN,ASPIRIN,Tevra Brands LLC,OTC ANIMAL DRUG,Unapproved drug other,,https://www.accessdata.fda.gov/spl/data/84ba07b9-b83a-4afc-a489-78011614d368/84ba07b9-b83a-4afc-a489-78011614d368.xml,,
46066-804-50,Vetalyte Plus,VETALYTE PLUS,POTASSIUM CHLORIDE; SODIUM CHLORIDE; DEXTROSE MONOHYDRATE; SODIUM LACTATE; SORBITOL; CALCIUM CHLORIDE; MAGNESIUM CHLORIDE,Aspen Veterinary,PRESCRIPTION ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/5a279bba-8a14-476f-bdaa-a64eaa4e2b35/5a279bba-8a14-476f-bdaa-a64eaa4e2b35.xml,,
46066-804-60,Vetalyte Plus,VETALYTE PLUS,POTASSIUM CHLORIDE; SODIUM CHLORIDE; DEXTROSE MONOHYDRATE; SODIUM LACTATE; SORBITOL; CALCIUM CHLORIDE; MAGNESIUM CHLORIDE,Aspen Veterinary,PRESCRIPTION ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/5a279bba-8a14-476f-bdaa-a64eaa4e2b35/5a279bba-8a14-476f-bdaa-a64eaa4e2b35.xml,,
46066-102-03,VetaMeg,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Aspen Veterinary Resources,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200387,https://www.accessdata.fda.gov/spl/data/ab56582c-a353-4cfd-8697-577bac55843b/ab56582c-a353-4cfd-8697-577bac55843b.xml,,
46066-554-04,VETAMEG,FLUNIXIN MEGLUMINE,PHENOL; FLUNIXIN MEGLUMINE,"Aspen Veterinary Resources, Ltd",PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200061,https://www.accessdata.fda.gov/spl/data/9d91cb77-f3eb-47e1-9d11-f24b1a6b1e6a/9d91cb77-f3eb-47e1-9d11-f24b1a6b1e6a.xml,,
46066-008-04,VETAMEG,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Aspen Veterinary Resources,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200308,https://www.accessdata.fda.gov/spl/data/d011059d-eda7-46e9-95cf-3c4905bbf80e/d011059d-eda7-46e9-95cf-3c4905bbf80e.xml,,
46066-503-01,VetaMeg,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Aspen Veterinary Resources,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200581,https://www.accessdata.fda.gov/spl/data/6fb1648d-e35a-40e2-a45b-65c6ef3dc93e/6fb1648d-e35a-40e2-a45b-65c6ef3dc93e.xml,,
46066-008-02,VETAMEG,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Aspen Veterinary Resources,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200308,https://www.accessdata.fda.gov/spl/data/d011059d-eda7-46e9-95cf-3c4905bbf80e/d011059d-eda7-46e9-95cf-3c4905bbf80e.xml,,
46066-102-04,VetaMeg,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Aspen Veterinary Resources,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200387,https://www.accessdata.fda.gov/spl/data/ab56582c-a353-4cfd-8697-577bac55843b/ab56582c-a353-4cfd-8697-577bac55843b.xml,,
46066-554-03,VETAMEG,FLUNIXIN MEGLUMINE,PHENOL; FLUNIXIN MEGLUMINE,"Aspen Veterinary Resources, Ltd",PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200061,https://www.accessdata.fda.gov/spl/data/9d91cb77-f3eb-47e1-9d11-f24b1a6b1e6a/9d91cb77-f3eb-47e1-9d11-f24b1a6b1e6a.xml,,
46066-191-04,Vetameg S,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Aspen Veterinary Resources,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200476,https://www.accessdata.fda.gov/spl/data/97180501-9dea-434e-90b7-576b49394bed/97180501-9dea-434e-90b7-576b49394bed.xml,,
46066-191-03,Vetameg S,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Aspen Veterinary Resources,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200476,https://www.accessdata.fda.gov/spl/data/97180501-9dea-434e-90b7-576b49394bed/97180501-9dea-434e-90b7-576b49394bed.xml,,
51031-008-01,Vetasan,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,"Kinetic Technologies, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/a9d1b0cd-3de3-40bf-a996-f4dec7c42ef2/a9d1b0cd-3de3-40bf-a996-f4dec7c42ef2.xml,,
51031-024-08,Vetasan,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,"Kinetic Technologies, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/ecf16b67-c347-46f9-9cd5-cf95eb73fbf4/ecf16b67-c347-46f9-9cd5-cf95eb73fbf4.xml,,
51031-008-04,Vetasan,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,"Kinetic Technologies, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/a9d1b0cd-3de3-40bf-a996-f4dec7c42ef2/a9d1b0cd-3de3-40bf-a996-f4dec7c42ef2.xml,,
51031-023-11,VETASAN SCRUB,CHLORHEXIDINE GLUCONATE 4%,CHLORHEXIDINE GLUCONATE,Kinetic Technologies LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/5fb1c2ee-1841-46ca-9a14-4b5cf33203db/5fb1c2ee-1841-46ca-9a14-4b5cf33203db.xml,,
51031-022-11,VETASAN SCRUB,CHLORHEXIDINE GLUCONATE 2%,CHLORHEXIDINE GLUCONATE,Kinetic Technolgies LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/19b31ad3-fb9c-483e-8ebf-ff7fecba312b/19b31ad3-fb9c-483e-8ebf-ff7fecba312b.xml,,
70489-1614-1,Vetericyn FoamCare,KETOCONAZOLE,KETOCONAZOLE,Innovacyn Inc.,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/4150b5c6-8561-43c1-b093-e6e33866dfcb/4150b5c6-8561-43c1-b093-e6e33866dfcb.xml,,
70489-1610-1,Vetericyn FoamCare,SALICYLIC ACID,SALICYLIC ACID,Innovacyn Inc.,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c91a7c80-1b89-4e5c-a647-d50f1871ee08/c91a7c80-1b89-4e5c-a647-d50f1871ee08.xml,,
70489-1023-1,Vetericyn Triple Action Ear Treatment,HYDROCORTISONE,HYDROCORTISONE,INNOVACYN INC.,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/e1c7cd7e-e4d7-4af2-856a-8452b58d7b4a/e1c7cd7e-e4d7-4af2-856a-8452b58d7b4a.xml,,
